Year,Datetime,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,Home Team Initials,Away Team Initials,Home Coach Name,Home Player 1,Home Player 2,Home Player 3,Home Player 4,Home Player 5,Home Player 6,Home Player 7,Home Player 8,Home Player 9,Home Player 10,Home Player 11,Away Coach Name,Away Player 1,Away Player 2,Away Player 3,Away Player 4,Away Player 5,Away Player 6,Away Player 7,Away Player 8,Away Player 9,Away Player 10,Away Player 11,Home Player 1 Stats,Home Player 2 Stats,Home Player 3 Stats,Home Player 4 Stats,Home Player 5 Stats,Home Player 6 Stats,Home Player 7 Stats,Home Player 8 Stats,Home Player 9 Stats,Home Player 10 Stats,Home Player 11 Stats,Away Player 1 Stats,Away Player 2 Stats,Away Player 3 Stats,Away Player 4 Stats,Away Player 5 Stats,Away Player 6 Stats,Away Player 7 Stats,Away Player 8 Stats,Away Player 9 Stats,Away Player 10 Stats,Away Player 11 Stats
2014.0,28 Jun 2014 - 13:00 ,Round of 16,Brazil,1.0,1.0,Chile,57714.0,0.0,0.0,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),BRA,CHI,SCOLARI Luiz Felipe (BRA),PREGUINHO,CARLOS ALBERTO,WILSON PIAZZA,MARINHO PERES,SOCRATES,WALDIR PERES,EDINHO,RICARDO GOMES,CAFU,DIDA,JULIO CESAR,ACOSTA Nelson (URU),Guillermo SUBIABRE,Jorge TORO,Francisco VALDES,Ivan ZAMORANO,Nelson TAPIA,Jorge TORO,Ivan ZAMORANO,Jorge TORO,Francisco VALDES,Nelson TAPIA,Guillermo SUBIABRE,65,77,76,78,65,78,73,82,65,80,76,70,78,75,82,72,78,82,78,75,72,70
2014.0,28 Jun 2014 - 17:00 ,Round of 16,Colombia,2.0,0.0,Uruguay,73804.0,1.0,0.0,Bj�rn KUIPERS (NED),Sander VAN ROEKEL (NED),Erwin ZEINSTRA (NED),COL,URU,PEKERMAN Jose (ARG),Francisco ZULUAGA,Carlos VALDERRAMA,VALDERRAMA,OSPINA,MONDRAGON,YEPES,PEKERMAN Jose (ARG),PEKERMAN Jose (ARG),VALDERRAMA,VALDERRAMA,Francisco ZULUAGA,TABAREZ Oscar (URU),Obdulio VARELA,Pedro ROCHA,Luis UBINA,Juan MASNIK,Fernando ALVEZ,Enzo FRANCESCOLI,LUGANO,FORLAN,D. LUGANO,D. GODIN,F. MUSLERA,75,76,65,79,65,65,75,75,65,65,75,77,84,79,84,81,71,65,65,88,88,86
2014.0,30 Jun 2014 - 13:00 ,Round of 16,France,2.0,0.0,Nigeria,67882.0,0.0,0.0,GEIGER Mark (USA),HURD Sean (USA),FLETCHER Joe (CAN),FRA,NGA,DOMENECH Raymond (FRA),Jean Paul BERTRAND DEMANES,Michel PLATINI,Didier DESCHAMPS,ZIDANE,VIEIRA,EVRA,A. DIARRA,Michel PLATINI,VIEIRA,DOMENECH Raymond (FRA),VIEIRA,KESHI Stephen (NGA),Stephen KESHI,UCHE,ENYEAMA,KANU,YOBO,KESHI Stephen (NGA),YOBO,YOBO,KESHI Stephen (NGA),KANU,ENYEAMA,81,76,65,64,71,80,89,76,71,65,71,74,76,80,74,65,74,65,65,74,74,80
2014.0,04 Jul 2014 - 17:00 ,Quarter-finals,Brazil,2.0,1.0,Colombia,60342.0,1.0,0.0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),BRA,COL,SCOLARI Luiz Felipe (BRA),PREGUINHO,CARLOS ALBERTO,WILSON PIAZZA,MARINHO PERES,EDINHO,RICARDO GOMES,DUNGA,CAFU,DIDA,R. CENI,T SILVA,PEKERMAN Jose (ARG),Francisco ZULUAGA,Carlos VALDERRAMA,VALDERRAMA,OSPINA,MONDRAGON,YEPES,MONDRAGON,YEPES,YEPES,YEPES,OSPINA,65,77,76,78,73,82,65,65,80,91,94,75,76,65,79,65,65,65,65,65,65,79
2014.0,04 Jul 2014 - 13:00 ,Quarter-finals,France,0.0,1.0,Germany,74240.0,0.0,1.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),FRA,GER,DOMENECH Raymond (FRA),Jean Paul BERTRAND DEMANES,Michel PLATINI,Didier DESCHAMPS,ZIDANE,VIEIRA,EVRA,A. DIARRA,Michel PLATINI,Didier DESCHAMPS,Jean Paul BERTRAND DEMANES,DOMENECH Raymond (FRA),LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,BALLACK,LAHM,KAHN,Juergen KLINSMANN,BALLACK,81,76,65,64,71,80,89,76,65,81,65,65,61,65,83,65,65,65,65,65,61,65
2014.0,08 Jul 2014 - 17:00 ,Semi-finals,Brazil,1.0,7.0,Germany,58141.0,0.0,5.0,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),BRA,GER,SCOLARI Luiz Felipe (BRA),PREGUINHO,MARINHO PERES,SOCRATES,WALDIR PERES,EDINHO,RICARDO GOMES,DUNGA,CAFU,DIDA,R. CENI,JULIO CESAR,LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,Juergen KLINSMANN,Juergen KLINSMANN,SCHNEIDER,SCHNEIDER,SCHNEIDER,65,78,65,78,73,82,65,65,80,91,76,65,61,65,83,65,65,61,61,83,83,83
2014.0,12 Jul 2014 - 17:00 ,Play-off for third place,Brazil,0.0,3.0,Netherlands,68034.0,0.0,2.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),BRA,NED,SCOLARI Luiz Felipe (BRA),LEONIDAS,WILSON PIAZZA,MARINHO PERES,EDINHO,RICARDO GOMES,RAI,DUNGA,CAFU,DIDA,R. CENI,T SILVA,Louis VAN GAAL (NED),Piet SCHRIJVERS,Jan JONGBLOED,Ruud KROL,Ruud GULLIT,Ronald KOEMAN,V. BRONCKHORST,STEKELENBURG,V. PERSIE,CILLESSEN,VORM,KRUL,65,76,78,73,82,77,65,65,80,91,94,75,85,71,71,94,85,75,85,81,79,77
2014.0,13 Jul 2014 - 16:00 ,Final,Germany,1.0,0.0,Argentina,74738.0,0.0,0.0,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),GER,ARG,LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,BALLACK,KAHN,KAHN,Juergen KLINSMANN,KAHN,SABELLA Alejandro (ARG),Ruben NAVARRO,Roberto PERFUMO,Miguel BRINDISI,Nery PUMPIDO,Oscar RUGGERI,Diego SIMEONE,Carlos ROA,BATISTUTA,SORIN,ABBONDANZIERI,MESSI,65,61,65,83,65,65,65,65,65,61,65,78,83,78,65,83,86,76,65,65,65,93
2014.0,09 Jul 2014 - 17:00 ,Semi-finals,Netherlands,0.0,0.0,Argentina,63267.0,0.0,0.0,C�neyt �AKIR (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),NED,ARG,Louis VAN GAAL (NED),Johan CRUYFF,Piet SCHRIJVERS,Jan JONGBLOED,Ruud KROL,Ronald KOEMAN,V. BRONCKHORST,STEKELENBURG,V. PERSIE,CILLESSEN,VORM,KRUL,SABELLA Alejandro (ARG),Ruben NAVARRO,Roberto PERFUMO,Daniel PASSARELLA,Diego MARADONA,Nery PUMPIDO,Sergio GOYCOCHEA,Diego SIMEONE,Carlos ROA,SORIN,ABBONDANZIERI,MESSI,74,75,85,71,94,85,75,85,81,79,77,78,83,80,86,65,90,86,76,65,65,93
2014.0,05 Jul 2014 - 17:00 ,Quarter-finals,Netherlands,0.0,0.0,Costa Rica,51179.0,0.0,0.0,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),NED,CRC,Louis VAN GAAL (NED),Johan CRUYFF,Piet SCHRIJVERS,Jan JONGBLOED,Ruud KROL,Ruud GULLIT,Ronald KOEMAN,V. BRONCKHORST,STEKELENBURG,V. PERSIE,VORM,KRUL,PINTO Jorge Luis (COL),Roger FLORES,MARIN L.,RUIZ B.,NAVAS K.,Roger FLORES,Roger FLORES,MARIN L.,Roger FLORES,MARIN L.,MARIN L.,Roger FLORES,74,75,85,71,71,94,85,75,85,79,77,76,93,85,89,76,76,93,76,93,93,76
2014.0,05 Jul 2014 - 13:00 ,Quarter-finals,Argentina,1.0,0.0,Belgium,68551.0,1.0,0.0,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),ARG,BEL,SABELLA Alejandro (ARG),Antonio RATTIN,Miguel BRINDISI,Diego MARADONA,Nery PUMPIDO,Sergio GOYCOCHEA,Diego SIMEONE,Carlos ROA,VERON,ABBONDANZIERI,MASCHERANO,MESSI,WILMOTS Marc (BEL),Paul VAN HIMST,Jean Marie PFAFF,Eric GERETS,Jan CEULEMANS,Georges GRUN,SCIFO,Franky VAN DER ELST,Enzo SCIFO,WILMOTS,VERTONGHEN,KOMPANY,80,78,86,65,90,86,76,67,65,83,93,87,74,80,85,65,65,87,71,65,85,85
2014.0,29 Jun 2014 - 13:00 ,Round of 16,Netherlands,2.0,1.0,Mexico,58817.0,0.0,0.0,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),NED,MEX,Louis VAN GAAL (NED),Johan CRUYFF,Piet SCHRIJVERS,Jan JONGBLOED,Ruud GULLIT,Ronald KOEMAN,V. BRONCKHORST,STEKELENBURG,V. PERSIE,CILLESSEN,VORM,KRUL,Javier AGUIRRE (MEX),Horacio CASARIN,Gustavo PENA,Arturo VAZQUEZ,Jose REYES,Tomas BOY,CAMPOS,Alberto GARCIA ASPE,O. PEREZ,R. MARQUEZ,C BLANCO,R MARQUEZ,74,75,85,71,94,85,75,85,81,79,77,67,80,63,77,77,76,81,83,91,94,94
2014.0,29 Jun 2014 - 17:00 ,Round of 16,Costa Rica,1.0,1.0,Greece,41242.0,0.0,0.0,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),CRC,GRE,PINTO Jorge Luis (COL),Roger FLORES,MARIN L.,RUIZ B.,NAVAS K.,PINTO Jorge Luis (COL),RUIZ B.,NAVAS K.,Roger FLORES,Roger FLORES,Roger FLORES,PINTO Jorge Luis (COL),SANTOS Fernando (POR),Tassos MITROPOULOS,KARAGOUNIS,KATSOURANIS,KARNEZIS,GLYKOS,SANTOS Fernando (POR),GLYKOS,GLYKOS,GLYKOS,KATSOURANIS,GLYKOS,76,93,85,89,79,85,89,76,76,76,79,65,63,65,82,71,81,71,71,71,65,71
2014.0,01 Jul 2014 - 13:00 ,Round of 16,Argentina,1.0,0.0,Switzerland,63255.0,0.0,0.0,ERIKSSON Jonas (SWE),KLASENIUS Mathias (SWE),WARNMARK Daniel (SWE),ARG,SUI,SABELLA Alejandro (ARG),Miguel BRINDISI,Daniel PASSARELLA,Diego MARADONA,Sergio GOYCOCHEA,Diego SIMEONE,Carlos ROA,VERON,SORIN,ABBONDANZIERI,MASCHERANO,MESSI,HITZFELD Ottmar (GER),Marco PASCOLO,VOGEL,BENAGLIO,FREI,FREI,FREI,FREI,BENAGLIO,FREI,Marco PASCOLO,HITZFELD Ottmar (GER),78,80,86,90,86,76,67,65,65,83,93,84,65,77,76,76,76,76,77,76,84,65
2014.0,01 Jul 2014 - 17:00 ,Round of 16,Belgium,2.0,1.0,USA,51227.0,0.0,0.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),BEL,USA,WILMOTS Marc (BEL),Paul VAN HIMST,Jean Marie PFAFF,Eric GERETS,Jan CEULEMANS,Georges GRUN,SCIFO,Franky VAN DER ELST,Enzo SCIFO,WILMOTS,VERTONGHEN,KOMPANY,KLINSMANN Juergen (GER),Tom FLORIE,Tony MEOLA,Michael WINDISCHMANN,Thomas DOOLEY,STEWART,FRIEDEL,REYNA,BOCANEGRA,DEMPSEY,FRIEDEL,BOCANEGRA,87,74,80,85,65,65,87,71,65,85,85,76,71,65,80,72,65,70,74,78,65,74
2014.0,28 Jun 2014 - 13:00 ,Round of 16,Brazil,1.0,1.0,Chile,57714.0,0.0,0.0,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),BRA,CHI,SCOLARI Luiz Felipe (BRA),PREGUINHO,LEONIDAS,CARLOS ALBERTO,WILSON PIAZZA,MARINHO PERES,WALDIR PERES,EDINHO,RICARDO GOMES,RAI,DUNGA,DIDA,ACOSTA Nelson (URU),Guillermo SUBIABRE,Jorge TORO,Francisco VALDES,Ivan ZAMORANO,Nelson TAPIA,Jorge TORO,Ivan ZAMORANO,Jorge TORO,Jorge TORO,ACOSTA Nelson (URU),ACOSTA Nelson (URU),65,65,77,76,78,78,73,82,77,65,80,70,78,75,82,72,78,82,78,78,79,79
2014.0,28 Jun 2014 - 17:00 ,Round of 16,Colombia,2.0,0.0,Uruguay,73804.0,1.0,0.0,Bj�rn KUIPERS (NED),Sander VAN ROEKEL (NED),Erwin ZEINSTRA (NED),COL,URU,PEKERMAN Jose (ARG),Francisco ZULUAGA,Carlos VALDERRAMA,VALDERRAMA,OSPINA,MONDRAGON,YEPES,OSPINA,OSPINA,OSPINA,OSPINA,OSPINA,TABAREZ Oscar (URU),Horacio TROCHE,Luis UBINA,Juan MASNIK,Jorge BARRIOS,Fernando ALVEZ,F.CARINI,LUGANO,FORLAN,D. LUGANO,D. GODIN,F. MUSLERA,75,76,65,79,65,65,79,79,79,79,79,65,79,84,78,81,65,65,65,88,88,86
2014.0,29 Jun 2014 - 13:00 ,Round of 16,Netherlands,2.0,1.0,Mexico,58817.0,0.0,0.0,PROENCA Pedro (POR),MIRANDA Bertino (POR),TRIGO Jose (POR),NED,MEX,Louis VAN GAAL (NED),Johan CRUYFF,Piet SCHRIJVERS,Jan JONGBLOED,Ruud KROL,Ruud GULLIT,Ronald KOEMAN,V. BRONCKHORST,V. PERSIE,CILLESSEN,VORM,KRUL,Javier AGUIRRE (MEX),Horacio CASARIN,Gustavo PENA,Arturo VAZQUEZ,Jose REYES,Tomas BOY,CAMPOS,Alberto GARCIA ASPE,O. PEREZ,G TORRADO,C BLANCO,R MARQUEZ,74,75,85,71,71,94,85,85,81,79,77,67,80,63,77,77,76,81,83,90,94,94
2014.0,29 Jun 2014 - 17:00 ,Round of 16,Costa Rica,1.0,1.0,Greece,41242.0,0.0,0.0,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),CRC,GRE,PINTO Jorge Luis (COL),Roger FLORES,MARIN L.,RUIZ B.,NAVAS K.,RUIZ B.,RUIZ B.,MARIN L.,MARIN L.,PINTO Jorge Luis (COL),PINTO Jorge Luis (COL),PINTO Jorge Luis (COL),SANTOS Fernando (POR),Tassos MITROPOULOS,KARAGOUNIS,KATSOURANIS,KARNEZIS,GLYKOS,GLYKOS,GLYKOS,KARNEZIS,KATSOURANIS,KARAGOUNIS,KATSOURANIS,76,93,85,89,85,85,93,93,79,79,79,65,63,65,82,71,71,71,82,65,63,65
2014.0,30 Jun 2014 - 13:00 ,Round of 16,France,2.0,0.0,Nigeria,67882.0,0.0,0.0,GEIGER Mark (USA),HURD Sean (USA),FLETCHER Joe (CAN),FRA,NGA,DOMENECH Raymond (FRA),Jean Paul BERTRAND DEMANES,Michel PLATINI,Didier DESCHAMPS,ZIDANE,VIEIRA,EVRA,A. DIARRA,A. DIARRA,Didier DESCHAMPS,Jean Paul BERTRAND DEMANES,A. DIARRA,KESHI Stephen (NGA),Stephen KESHI,UCHE,ENYEAMA,KANU,YOBO,KANU,KANU,KANU,KANU,KANU,UCHE,81,76,65,64,71,80,89,89,65,81,89,74,76,80,74,65,74,74,74,74,74,76
2014.0,01 Jul 2014 - 13:00 ,Round of 16,Argentina,1.0,0.0,Switzerland,63255.0,0.0,0.0,ERIKSSON Jonas (SWE),KLASENIUS Mathias (SWE),WARNMARK Daniel (SWE),ARG,SUI,SABELLA Alejandro (ARG),Roberto PERFUMO,Daniel PASSARELLA,Diego MARADONA,Nery PUMPIDO,Oscar RUGGERI,Diego SIMEONE,Carlos ROA,VERON,BATISTUTA,SORIN,MASCHERANO,HITZFELD Ottmar (GER),Marco PASCOLO,VOGEL,BENAGLIO,FREI,Marco PASCOLO,FREI,BENAGLIO,BENAGLIO,Marco PASCOLO,Marco PASCOLO,BENAGLIO,83,80,86,65,83,86,76,67,65,65,83,84,65,77,76,84,76,77,77,84,84,77
2014.0,01 Jul 2014 - 17:00 ,Round of 16,Belgium,2.0,1.0,USA,51227.0,0.0,0.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),BEL,USA,WILMOTS Marc (BEL),Paul VAN HIMST,Jean Marie PFAFF,Eric GERETS,Jan CEULEMANS,Georges GRUN,SCIFO,Franky VAN DER ELST,Enzo SCIFO,WILMOTS,VERTONGHEN,KOMPANY,KLINSMANN Juergen (GER),Tom FLORIE,Tony MEOLA,Michael WINDISCHMANN,Thomas DOOLEY,STEWART,FRIEDEL,REYNA,BOCANEGRA,DEMPSEY,REYNA,KLINSMANN Juergen (GER),87,74,80,85,65,65,87,71,65,85,85,76,71,65,80,72,65,70,74,78,70,61
2014.0,04 Jul 2014 - 13:00 ,Quarter-finals,France,0.0,1.0,Germany,74240.0,0.0,1.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),FRA,GER,DOMENECH Raymond (FRA),Jean Paul BERTRAND DEMANES,Michel PLATINI,Didier DESCHAMPS,ZIDANE,VIEIRA,EVRA,A. DIARRA,A. DIARRA,Didier DESCHAMPS,EVRA,Didier DESCHAMPS,LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,BALLACK,Juergen KLINSMANN,KAHN,KAHN,KAHN,81,76,65,64,71,80,89,89,65,80,65,65,61,65,83,65,65,65,61,65,65,65
2014.0,04 Jul 2014 - 17:00 ,Quarter-finals,Brazil,2.0,1.0,Colombia,60342.0,1.0,0.0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),BRA,COL,SCOLARI Luiz Felipe (BRA),PREGUINHO,LEONIDAS,CARLOS ALBERTO,WILSON PIAZZA,SOCRATES,EDINHO,RICARDO GOMES,DUNGA,CAFU,R. CENI,T SILVA,PEKERMAN Jose (ARG),Francisco ZULUAGA,Carlos VALDERRAMA,VALDERRAMA,OSPINA,MONDRAGON,YEPES,Carlos VALDERRAMA,Francisco ZULUAGA,Carlos VALDERRAMA,Carlos VALDERRAMA,Carlos VALDERRAMA,65,65,77,76,65,73,82,65,65,91,94,75,76,65,79,65,65,76,75,76,76,76
2014.0,05 Jul 2014 - 13:00 ,Quarter-finals,Argentina,1.0,0.0,Belgium,68551.0,1.0,0.0,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),ARG,BEL,SABELLA Alejandro (ARG),Ruben NAVARRO,Daniel PASSARELLA,Nery PUMPIDO,Sergio GOYCOCHEA,Oscar RUGGERI,Diego SIMEONE,Carlos ROA,VERON,BATISTUTA,ABBONDANZIERI,MASCHERANO,WILMOTS Marc (BEL),Paul VAN HIMST,Jean Marie PFAFF,Eric GERETS,Jan CEULEMANS,Georges GRUN,SCIFO,Franky VAN DER ELST,Enzo SCIFO,WILMOTS,VERTONGHEN,KOMPANY,78,80,65,90,83,86,76,67,65,65,83,87,74,80,85,65,65,87,71,65,85,85
2014.0,05 Jul 2014 - 17:00 ,Quarter-finals,Netherlands,0.0,0.0,Costa Rica,51179.0,0.0,0.0,Ravshan IRMATOV (UZB),RASULOV Abduxamidullo (UZB),KOCHKAROV Bakhadyr (KGZ),NED,CRC,Louis VAN GAAL (NED),Johan CRUYFF,Piet SCHRIJVERS,Jan JONGBLOED,Ruud KROL,Ruud GULLIT,Ronald KOEMAN,V. BRONCKHORST,STEKELENBURG,CILLESSEN,VORM,KRUL,PINTO Jorge Luis (COL),Roger FLORES,MARIN L.,RUIZ B.,NAVAS K.,MARIN L.,PINTO Jorge Luis (COL),PINTO Jorge Luis (COL),MARIN L.,MARIN L.,MARIN L.,MARIN L.,74,75,85,71,71,94,85,75,81,79,77,76,93,85,89,93,79,79,93,93,93,93
2014.0,08 Jul 2014 - 17:00 ,Semi-finals,Brazil,1.0,7.0,Germany,58141.0,0.0,5.0,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),BRA,GER,SCOLARI Luiz Felipe (BRA),PREGUINHO,LEONIDAS,CARLOS ALBERTO,WILSON PIAZZA,SOCRATES,WALDIR PERES,EDINHO,RAI,DUNGA,CAFU,DIDA,LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,KAHN,Juergen KLINSMANN,SCHNEIDER,KAHN,MATTH�US,65,65,77,76,65,78,73,77,65,65,80,65,61,65,83,65,65,65,61,83,65,65
2014.0,09 Jul 2014 - 17:00 ,Semi-finals,Netherlands,0.0,0.0,Argentina,63267.0,0.0,0.0,C�neyt �AKIR (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),NED,ARG,Louis VAN GAAL (NED),Johan CRUYFF,Jan JONGBLOED,Ruud KROL,Ruud GULLIT,Ronald KOEMAN,V. BRONCKHORST,STEKELENBURG,V. PERSIE,CILLESSEN,VORM,KRUL,SABELLA Alejandro (ARG),Ruben NAVARRO,Miguel BRINDISI,Daniel PASSARELLA,Diego MARADONA,Sergio GOYCOCHEA,Diego SIMEONE,Carlos ROA,VERON,BATISTUTA,MASCHERANO,MESSI,74,85,71,71,94,85,75,85,81,79,77,78,78,80,86,90,86,76,67,65,83,93
2014.0,12 Jul 2014 - 17:00 ,Play-off for third place,Brazil,0.0,3.0,Netherlands,68034.0,0.0,2.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),BRA,NED,SCOLARI Luiz Felipe (BRA),LEONIDAS,CARLOS ALBERTO,WILSON PIAZZA,WALDIR PERES,EDINHO,RICARDO GOMES,RAI,DUNGA,CAFU,R. CENI,T SILVA,Louis VAN GAAL (NED),Johan CRUYFF,Piet SCHRIJVERS,Jan JONGBLOED,Ruud KROL,Ruud GULLIT,Ronald KOEMAN,V. BRONCKHORST,STEKELENBURG,V. PERSIE,CILLESSEN,KRUL,65,77,76,78,73,82,77,65,65,91,94,74,75,85,71,71,94,85,75,85,81,77
2014.0,13 Jul 2014 - 16:00 ,Final,Germany,1.0,0.0,Argentina,74738.0,0.0,0.0,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),GER,ARG,LOEW Joachim (GER),MATTH�US,Juergen KLINSMANN,KAHN,SCHNEIDER,BALLACK,LAHM,LOEW Joachim (GER),Juergen KLINSMANN,KAHN,LAHM,KAHN,SABELLA Alejandro (ARG),Antonio RATTIN,Roberto PERFUMO,Nery PUMPIDO,Sergio GOYCOCHEA,Oscar RUGGERI,Diego SIMEONE,Carlos ROA,VERON,BATISTUTA,MASCHERANO,MESSI,65,61,65,83,65,65,65,61,65,65,65,80,83,65,90,83,86,76,67,65,83,93
